iter	Passed	Remaining
45795	25712	58505
45796	25712	58504
45797	25712	58502
45798	25712	58501
45799	25713	58500
45800	25713	58499
45801	25713	58497
45802	25714	58496
45803	25714	58495
45804	25714	58495
45805	25715	58493
45806	25715	58492
45807	25715	58491
45808	25716	58490
45809	25716	58488
45810	25716	58487
45811	25716	58486
45812	25717	58485
45813	25717	58484
45814	25718	58484
45815	25718	58483
45816	25719	58482
45817	25719	58481
45818	25720	58480
45819	25720	58480
45820	25720	58479
45821	25721	58477
45822	25721	58476
45823	25721	58475
45824	25721	58474
45825	25722	58473
45826	25722	58472
45827	25723	58471
45828	25723	58470
45829	25723	58469
45830	25723	58467
45831	25724	58466
45832	25724	58465
45833	25724	58464
45834	25725	58462
45835	25725	58461
45836	25725	58461
45837	25726	58460
45838	25726	58458
45839	25726	58457
45840	25727	58456
45841	25727	58455
45842	25727	58454
45843	25727	58452
45844	25728	58451
45845	25728	58450
45846	25729	58449
45847	25729	58448
45848	25729	58447
45849	25729	58446
45850	25730	58445
45851	25730	58443
45852	25730	58442
45853	25730	58441
45854	25731	58440
45855	25731	58438
45856	25732	58438
45857	25732	58437
45858	25732	58436
45859	25732	58435
45860	25733	58433
45861	25733	58432
45862	25733	58431
45863	25734	58430
45864	25734	58429
45865	25734	58427
45866	25734	58426
45867	25735	58425
45868	25735	58424
45869	25735	58423
45870	25736	58422
45871	25736	58421
45872	25736	58419
45873	25737	58418
45874	25737	58417
45875	25737	58416
45876	25737	58414
45877	25738	58413
45878	25738	58412
45879	25739	58412
45880	25739	58411
45881	25739	58410
45882	25740	58409
45883	25740	58408
45884	25740	58406
45885	25741	58405
45886	25741	58404
45887	25741	58403
45888	25742	58402
45889	25742	58401
45890	25742	58400
45891	25743	58399
45892	25743	58398
45893	25743	58397
45894	25743	58395
45895	25744	58394
45896	25744	58393
45897	25744	58392
45898	25745	58391
45899	25745	58390
45900	25746	58389
45901	25746	58388
45902	25746	58387
45903	25747	58386
45904	25747	58385
45905	25747	58384
45906	25748	58383
45907	25748	58381
45908	25748	58380
45909	25748	58379
45910	25749	58378
45911	25749	58377
45912	25749	58376
45913	25750	58375
45914	25750	58374
45915	25750	58372
45916	25751	58371
45917	25751	58370
45918	25751	58369
45919	25751	58367
45920	25752	58366
45921	25752	58365
45922	25752	58364
45923	25753	58363
45924	25753	58362
45925	25753	58360
45926	25753	58359
45927	25754	58358
45928	25754	58357
45929	25754	58356
45930	25755	58355
45931	25755	58353
45932	25755	58352
45933	25755	58351
45934	25756	58350
45935	25756	58348
45936	25756	58347
45937	25757	58346
45938	25757	58345
45939	25757	58344
45940	25757	58343
45941	25758	58341
45942	25758	58340
45943	25758	58339
45944	25759	58338
45945	25759	58337
45946	25759	58336
45947	25760	58335
45948	25760	58334
45949	25761	58333
45950	25761	58332
45951	25761	58331
45952	25761	58330
45953	25762	58328
45954	25762	58327
45955	25762	58326
45956	25762	58325
45957	25763	58324
45958	25763	58322
45959	25763	58321
45960	25764	58320
45961	25764	58319
45962	25764	58318
45963	25764	58316
45964	25765	58315
45965	25765	58314
45966	25765	58313
45967	25766	58312
45968	25766	58311
45969	25766	58310
45970	25767	58309
45971	25767	58307
45972	25767	58306
45973	25767	58305
45974	25768	58304
45975	25768	58303
45976	25769	58302
45977	25769	58301
45978	25769	58300
45979	25770	58299
45980	25770	58297
45981	25770	58296
45982	25770	58295
45983	25771	58294
45984	25771	58293
45985	25771	58292
45986	25771	58290
45987	25772	58289
45988	25772	58288
45989	25772	58287
45990	25773	58285
45991	25773	58284
45992	25773	58283
45993	25773	58282
45994	25774	58281
45995	25774	58279
45996	25774	58278
45997	25774	58277
45998	25775	58276
45999	25775	58275
46000	25775	58273
46001	25776	58272
46002	25776	58271
46003	25776	58270
46004	25776	58269
46005	25777	58267
46006	25777	58266
46007	25777	58265
46008	25778	58264
46009	25778	58263
46010	25778	58261
46011	25778	58260
46012	25779	58259
46013	25779	58258
46014	25779	58257
46015	25780	58256
46016	25780	58254
46017	25780	58253
46018	25780	58252
46019	25781	58251
46020	25781	58250
46021	25781	58249
46022	25782	58247
46023	25782	58246
46024	25782	58245
46025	25782	58244
46026	25783	58243
46027	25783	58241
46028	25783	58240
46029	25784	58239
46030	25784	58238
46031	25784	58237
46032	25785	58236
46033	25785	58235
46034	25785	58233
46035	25785	58232
46036	25786	58231
46037	25786	58230
46038	25786	58229
46039	25787	58229
46040	25788	58228
46041	25788	58228
46042	25789	58227
46043	25789	58227
46044	25790	58225
46045	25790	58224
46046	25790	58223
46047	25790	58222
46048	25791	58220
46049	25791	58219
46050	25791	58218
46051	25792	58217
46052	25792	58217
46053	25792	58215
46054	25793	58214
46055	25793	58213
46056	25793	58212
46057	25793	58210
46058	25794	58209
46059	25794	58208
46060	25794	58207
46061	25795	58206
46062	25795	58205
46063	25795	58204
46064	25796	58203
46065	25796	58202
46066	25796	58200
46067	25797	58199
46068	25797	58198
46069	25797	58197
46070	25798	58196
46071	25798	58195
46072	25798	58194
46073	25799	58193
46074	25799	58191
46075	25799	58190
46076	25799	58189
46077	25800	58188
46078	25800	58187
46079	25800	58186
46080	25801	58185
46081	25802	58185
46082	25802	58184
46083	25802	58182
46084	25802	58181
46085	25803	58180
46086	25803	58179
46087	25803	58178
46088	25803	58176
46089	25804	58175
46090	25804	58174
46091	25804	58173
46092	25805	58173
46093	25806	58172
46094	25806	58171
46095	25806	58170
46096	25806	58168
46097	25807	58167
46098	25807	58166
46099	25807	58165
46100	25807	58163
46101	25808	58162
46102	25808	58161
46103	25808	58160
46104	25809	58159
46105	25809	58158
46106	25809	58157
46107	25810	58156
46108	25810	58154
46109	25810	58153
46110	25810	58152
46111	25811	58151
46112	25811	58150
46113	25811	58148
46114	25812	58148
46115	25812	58147
46116	25813	58146
46117	25813	58145
46118	25813	58144
46119	25813	58143
46120	25814	58141
46121	25814	58140
46122	25814	58139
46123	25815	58138
46124	25815	58136
46125	25815	58135
46126	25815	58134
46127	25816	58133
46128	25816	58132
46129	25817	58132
46130	25817	58130
46131	25817	58129
46132	25818	58129
46133	25818	58128
46134	25819	58127
46135	25819	58126
46136	25819	58125
46137	25820	58123
46138	25820	58122
46139	25820	58121
46140	25820	58120
46141	25821	58118
46142	25821	58117
46143	25821	58117
46144	25822	58115
46145	25822	58114
46146	25822	58113
46147	25822	58112
46148	25823	58110
46149	25823	58109
46150	25823	58108
46151	25824	58107
46152	25824	58106
46153	25824	58105
46154	25824	58103
46155	25825	58102
46156	25825	58101
46157	25825	58100
46158	25825	58098
46159	25826	58097
46160	25826	58096
46161	25826	58095
46162	25827	58094
46163	25827	58092
46164	25827	58091
46165	25827	58090
46166	25828	58089
46167	25828	58087
46168	25828	58086
46169	25829	58086
46170	25829	58085
46171	25829	58084
46172	25830	58082
46173	25830	58081
46174	25830	58080
46175	25830	58079
46176	25831	58077
46177	25831	58076
46178	25831	58075
46179	25832	58074
46180	25832	58073
46181	25832	58072
46182	25833	58071
46183	25833	58070
46184	25833	58068
46185	25833	58067
46186	25834	58066
46187	25834	58065
46188	25834	58064
46189	25835	58063
46190	25835	58062
46191	25835	58061
46192	25836	58059
46193	25836	58058
46194	25836	58057
46195	25836	58056
46196	25837	58054
46197	25837	58054
46198	25837	58053
46199	25838	58051
46200	25838	58050
46201	25838	58049
46202	25838	58048
46203	25839	58047
46204	25839	58045
46205	25839	58044
46206	25840	58045
46207	25841	58044
46208	25841	58042
46209	25841	58041
46210	25841	58040
46211	25842	58039
46212	25842	58038
46213	25842	58036
46214	25842	58035
46215	25843	58034
46216	25843	58033
46217	25844	58032
46218	25844	58031
46219	25844	58030
46220	25845	58030
46221	25845	58029
46222	25846	58027
46223	25846	58026
46224	25846	58025
46225	25846	58024
46226	25847	58023
46227	25847	58022
46228	25847	58020
46229	25848	58019
46230	25848	58018
46231	25848	58017
46232	25848	58015
46233	25849	58016
46234	25849	58014
46235	25850	58013
46236	25850	58012
46237	25850	58011
46238	25851	58010
46239	25851	58009
46240	25851	58008
46241	25852	58007
46242	25852	58005
46243	25852	58004
46244	25852	58003
46245	25853	58002
46246	25853	58001
46247	25853	57999
46248	25854	57999
46249	25854	57998
46250	25854	57996
46251	25855	57995
46252	25855	57994
46253	25855	57993
46254	25855	57992
46255	25856	57990
46256	25856	57989
46257	25856	57988
46258	25857	57987
46259	25857	57986
46260	25857	57985
46261	25858	57984
46262	25858	57982
46263	25858	57981
46264	25858	57980
46265	25859	57979
46266	25859	57977
46267	25859	57976
46268	25859	57975
46269	25860	57974
46270	25860	57973
46271	25861	57973
46272	25861	57972
46273	25862	57971
46274	25862	57970
46275	25862	57969
46276	25863	57968
46277	25863	57967
46278	25863	57965
46279	25863	57964
46280	25864	57963
46281	25864	57962
46282	25864	57961
46283	25865	57960
46284	25865	57960
46285	25866	57959
46286	25866	57958
46287	25867	57957
46288	25867	57956
46289	25867	57954
46290	25867	57953
46291	25868	57952
46292	25868	57951
46293	25868	57949
46294	25869	57949
46295	25869	57948
46296	25869	57947
46297	25870	57945
46298	25870	57944
46299	25870	57943
46300	25870	57942
46301	25871	57940
46302	25871	57939
46303	25871	57939
46304	25872	57938
46305	25872	57937
46306	25873	57936
46307	25873	57935
46308	25873	57934
46309	25874	57932
46310	25874	57931
46311	25874	57930
46312	25874	57929
46313	25875	57928
46314	25875	57927
46315	25875	57925
46316	25875	57924
46317	25876	57923
46318	25876	57922
46319	25876	57920
46320	25876	57919
46321	25877	57918
46322	25877	57917
46323	25877	57916
46324	25878	57914
46325	25878	57913
46326	25878	57912
46327	25878	57911
46328	25879	57909
46329	25879	57908
46330	25879	57907
46331	25879	57906
46332	25880	57904
46333	25880	57904
46334	25881	57903
46335	25881	57902
46336	25881	57901
46337	25881	57900
46338	25882	57898
46339	25882	57897
46340	25882	57896
46341	25883	57895
46342	25883	57893
46343	25883	57892
46344	25884	57892
46345	25884	57890
46346	25884	57889
46347	25884	57888
46348	25885	57887
46349	25885	57886
46350	25885	57885
46351	25886	57884
46352	25886	57883
46353	25886	57881
46354	25886	57880
46355	25887	57879
46356	25887	57878
46357	25887	57876
46358	25887	57875
46359	25888	57874
46360	25888	57873
46361	25889	57872
46362	25889	57871
46363	25889	57870
46364	25889	57869
46365	25890	57867
46366	25890	57866
46367	25890	57865
46368	25891	57864
46369	25891	57863
46370	25891	57862
46371	25891	57860
46372	25892	57860
46373	25892	57859
46374	25893	57857
46375	25893	57856
46376	25893	57855
46377	25893	57854
46378	25894	57853
46379	25894	57851
46380	25894	57850
46381	25894	57849
46382	25895	57848
46383	25895	57847
46384	25896	57847
46385	25896	57846
46386	25897	57846
46387	25898	57845
46388	25898	57844
46389	25898	57843
46390	25898	57842
46391	25899	57841
46392	25899	57839
46393	25899	57838
46394	25899	57837
46395	25900	57836
46396	25900	57834
46397	25901	57834
46398	25901	57833
46399	25901	57832
46400	25901	57830
46401	25902	57829
46402	25902	57828
46403	25902	57827
46404	25902	57826
46405	25903	57824
46406	25903	57823
46407	25904	57823
46408	25904	57822
46409	25904	57821
46410	25905	57820
46411	25905	57819
46412	25905	57817
46413	25906	57816
46414	25906	57815
46415	25906	57814
46416	25906	57813
46417	25907	57811
46418	25907	57811
46419	25907	57810
46420	25908	57808
46421	25908	57807
46422	25908	57806
46423	25909	57805
46424	25909	57804
46425	25909	57803
46426	25909	57801
46427	25910	57800
46428	25910	57800
46429	25911	57799
46430	25911	57797
46431	25911	57796
46432	25911	57795
46433	25912	57794
46434	25912	57793
46435	25912	57791
46436	25913	57790
46437	25913	57789
46438	25913	57788
46439	25914	57787
46440	25914	57787
46441	25915	57787
46442	25915	57785
46443	25916	57785
46444	25916	57784
46445	25916	57783
46446	25917	57782
46447	25917	57780
46448	25917	57779
46449	25917	57778
46450	25918	57777
46451	25918	57775
46452	25918	57774
46453	25919	57774
46454	25919	57773
46455	25919	57771
46456	25920	57770
46457	25920	57769
46458	25920	57768
46459	25921	57767
46460	25921	57766
46461	25921	57765
46462	25922	57764
46463	25922	57763
46464	25922	57762
46465	25923	57761
46466	25923	57760
46467	25923	57759
46468	25924	57757
46469	25924	57756
46470	25924	57755
46471	25924	57754
46472	25925	57753
46473	25925	57752
46474	25926	57751
46475	25926	57750
46476	25926	57748
46477	25926	57747
46478	25927	57746
46479	25927	57745
46480	25927	57744
46481	25927	57743
46482	25928	57741
46483	25928	57740
46484	25928	57739
46485	25929	57738
46486	25929	57736
46487	25929	57735
46488	25929	57734
46489	25930	57733
46490	25930	57732
46491	25930	57731
46492	25930	57729
46493	25931	57728
46494	25931	57727
46495	25931	57726
46496	25932	57725
46497	25932	57724
46498	25932	57723
46499	25932	57721
46500	25933	57720
46501	25933	57719
46502	25933	57718
46503	25934	57717
46504	25934	57716
46505	25934	57714
46506	25935	57714
46507	25935	57713
46508	25936	57712
46509	25936	57712
46510	25937	57711
46511	25937	57710
46512	25937	57709
46513	25938	57708
46514	25938	57706
46515	25938	57705
46516	25938	57704
46517	25939	57703
46518	25940	57703
46519	25940	57702
46520	25940	57700
46521	25940	57699
46522	25941	57698
46523	25941	57697
46524	25941	57696
46525	25941	57694
46526	25942	57694
46527	25942	57693
46528	25942	57691
46529	25943	57690
46530	25943	57689
46531	25943	57688
46532	25944	57687
46533	25944	57686
46534	25944	57685
46535	25945	57685
46536	25946	57684
46537	25946	57683
46538	25946	57682
46539	25946	57680
46540	25947	57679
46541	25947	57678
46542	25947	57677
46543	25947	57676
46544	25948	57674
46545	25948	57674
46546	25949	57673
46547	25949	57672
46548	25950	57672
46549	25950	57671
46550	25951	57670
46551	25951	57669
46552	25951	57667
46553	25951	57666
46554	25952	57665
46555	25952	57664
46556	25952	57663
46557	25953	57662
46558	25953	57661
46559	25953	57659
46560	25953	57658
46561	25954	57657
46562	25954	57656
46563	25954	57655
46564	25955	57653
46565	25955	57653
46566	25955	57651
46567	25955	57650
46568	25956	57649
46569	25956	57648
46570	25956	57647
46571	25957	57645
46572	25957	57644
46573	25957	57643
46574	25958	57642
46575	25958	57642
46576	25959	57641
46577	25959	57640
46578	25959	57639
46579	25960	57639
46580	25960	57637
46581	25961	57637
46582	25961	57635
46583	25961	57634
46584	25961	57633
46585	25962	57632
46586	25962	57631
46587	25962	57629
46588	25963	57629
46589	25963	57628
46590	25963	57627
46591	25964	57626
46592	25964	57625
46593	25965	57625
46594	25965	57624
46595	25966	57623
46596	25966	57622
46597	25966	57620
46598	25967	57619
46599	25967	57618
46600	25967	57617
46601	25967	57616
46602	25968	57615
46603	25968	57614
46604	25969	57613
46605	25969	57612
46606	25969	57611
46607	25969	57610
46608	25970	57608
46609	25970	57607
46610	25970	57606
46611	25971	57606
46612	25971	57604
46613	25972	57603
46614	25972	57602
46615	25972	57601
46616	25972	57600
46617	25973	57599
46618	25973	57599
46619	25974	57598
46620	25974	57597
46621	25975	57596
46622	25975	57595
46623	25975	57593
46624	25975	57592
46625	25976	57591
46626	25976	57590
46627	25976	57589
46628	25977	57588
46629	25977	57587
46630	25977	57585
46631	25977	57584
46632	25978	57583
46633	25978	57582
46634	25979	57581
46635	25979	57580
46636	25979	57579
46637	25979	57578
46638	25980	57577
46639	25980	57575
46640	25980	57574
46641	25981	57574
46642	25981	57573
46643	25982	57572
46644	25982	57571
46645	25982	57570
46646	25983	57569
46647	25983	57568
46648	25983	57567
46649	25984	57565
46650	25984	57564
46651	25984	57563
46652	25984	57562
46653	25985	57561
46654	25985	57560
46655	25985	57558
46656	25986	57557
46657	25986	57556
46658	25986	57555
46659	25986	57554
46660	25987	57553
46661	25987	57552
46662	25987	57550
46663	25988	57549
46664	25988	57548
46665	25988	57547
46666	25988	57546
46667	25989	57545
46668	25989	57544
46669	25989	57543
46670	25990	57541
46671	25990	57540
46672	25990	57539
46673	25990	57538
46674	25991	57537
46675	25991	57536
46676	25991	57534
46677	25992	57533
46678	25992	57532
46679	25992	57531
46680	25992	57530
46681	25993	57528
46682	25993	57528
46683	25993	57526
46684	25994	57525
46685	25994	57524
46686	25994	57523
46687	25994	57521
46688	25995	57520
46689	25995	57519
46690	25996	57519
46691	25996	57518
46692	25997	57517
46693	25997	57517
46694	25997	57515
46695	25998	57514
46696	25998	57513
46697	25998	57512
46698	25998	57511
46699	25999	57509
46700	25999	57508
46701	25999	57508
46702	26000	57507
46703	26000	57506
46704	26001	57505
46705	26001	57504
46706	26001	57503
46707	26002	57502
46708	26002	57500
46709	26002	57499
46710	26002	57498
46711	26003	57497
46712	26003	57496
46713	26003	57495
46714	26004	57493
46715	26004	57493
46716	26004	57492
46717	26005	57491
46718	26005	57490
46719	26005	57488
46720	26006	57487
46721	26006	57486
46722	26006	57485
46723	26006	57484
46724	26007	57483
46725	26007	57482
46726	26007	57480
46727	26008	57479
46728	26008	57478
46729	26008	57477
46730	26008	57476
46731	26009	57475
46732	26009	57474
46733	26009	57472
46734	26010	57471
46735	26010	57470
46736	26010	57469
46737	26010	57468
46738	26011	57467
46739	26011	57466
46740	26012	57465
46741	26012	57464
46742	26012	57463
46743	26013	57462
46744	26013	57461
46745	26013	57459
46746	26014	57458
46747	26014	57457
46748	26014	57456
46749	26014	57455
46750	26015	57454
46751	26015	57452
46752	26015	57451
46753	26016	57450
46754	26016	57449
46755	26016	57448
46756	26016	57447
46757	26017	57446
46758	26017	57444
46759	26017	57443
46760	26018	57442
46761	26018	57442
46762	26018	57440
46763	26019	57440
46764	26019	57439
46765	26019	57437
46766	26020	57436
46767	26020	57435
46768	26020	57434
46769	26021	57433
46770	26021	57431
46771	26021	57431
46772	26021	57429
46773	26022	57428
46774	26022	57427
46775	26022	57426
46776	26023	57425
46777	26023	57423
46778	26023	57423
46779	26023	57421
46780	26024	57420
46781	26024	57419
46782	26024	57418
46783	26025	57417
46784	26025	57415
46785	26025	57414
46786	26026	57413
46787	26026	57412
46788	26026	57411
46789	26026	57410
46790	26027	57409
46791	26027	57407
46792	26027	57406
46793	26028	57405
46794	26028	57404
46795	26028	57403
46796	26028	57402
46797	26029	57401
46798	26029	57399
46799	26029	57398
46800	26029	57397
46801	26030	57397
46802	26031	57396
46803	26031	57396
46804	26031	57394
46805	26032	57393
46806	26032	57392
46807	26032	57391
46808	26033	57390
46809	26033	57389
46810	26033	57388
46811	26034	57387
46812	26034	57386
46813	26034	57384
46814	26034	57383
46815	26035	57382
46816	26035	57381
46817	26035	57380
46818	26036	57379
46819	26036	57378
46820	26036	57376
46821	26036	57375
46822	26037	57374
46823	26037	57373
46824	26037	57371
46825	26037	57370
46826	26038	57369
46827	26038	57368
46828	26038	57367
46829	26039	57366
46830	26039	57365
46831	26039	57363
46832	26039	57362
46833	26040	57361
46834	26040	57360
46835	26040	57359
46836	26041	57358
46837	26041	57357
46838	26041	57355
46839	26042	57354
46840	26042	57353
46841	26042	57352
46842	26042	57351
46843	26043	57350
46844	26043	57349
46845	26044	57348
46846	26044	57347
46847	26044	57346
46848	26044	57345
46849	26045	57343
46850	26045	57342
46851	26045	57341
46852	26045	57340
46853	26046	57339
46854	26046	57338
46855	26047	57337
46856	26047	57337
46857	26048	57335
46858	26048	57334
46859	26048	57333
46860	26048	57332
46861	26049	57330
46862	26049	57329
46863	26049	57328
46864	26049	57327
46865	26050	57326
46866	26050	57325
46867	26050	57323
46868	26050	57322
46869	26051	57321
46870	26051	57320
46871	26051	57319
46872	26052	57318
46873	26052	57317
46874	26052	57315
46875	26052	57314
46876	26053	57313
46877	26053	57312
46878	26053	57310
46879	26054	57310
46880	26054	57308
46881	26054	57307
46882	26054	57306
46883	26055	57305
46884	26055	57304
46885	26055	57302
46886	26055	57301
46887	26056	57300
46888	26056	57299
46889	26056	57298
46890	26057	57297
46891	26057	57295
46892	26057	57294
46893	26057	57293
46894	26058	57292
46895	26058	57291
46896	26058	57290
46897	26059	57289
46898	26059	57288
46899	26059	57286
46900	26059	57285
46901	26060	57284
46902	26060	57283
46903	26061	57282
46904	26061	57282
46905	26061	57281
46906	26062	57280
46907	26062	57279
46908	26063	57278
46909	26063	57277
46910	26063	57276
46911	26064	57275
46912	26064	57274
46913	26064	57273
46914	26065	57272
46915	26065	57271
46916	26066	57270
46917	26066	57269
46918	26066	57268
46919	26067	57267
46920	26067	57267
46921	26068	57266
46922	26068	57265
46923	26068	57264
46924	26069	57263
46925	26069	57262
46926	26070	57261
46927	26070	57261
46928	26070	57260
46929	26071	57259
46930	26071	57257
46931	26071	57257
46932	26072	57256
46933	26072	57254
46934	26072	57253
46935	26073	57252
46936	26073	57251
46937	26073	57250
46938	26074	57249
46939	26074	57248
46940	26075	57247
46941	26075	57247
46942	26075	57246
46943	26076	57245
46944	26076	57244
46945	26077	57243
46946	26077	57242
46947	26078	57242
46948	26078	57241
46949	26078	57240
46950	26079	57239
46951	26079	57238
46952	26080	57238
46953	26080	57237
46954	26081	57236
46955	26081	57235
46956	26082	57234
46957	26082	57233
46958	26082	57232
46959	26083	57232
46960	26083	57231
46961	26084	57231
46962	26085	57230
46963	26085	57230
46964	26086	57229
46965	26086	57229
46966	26087	57228
46967	26087	57227
46968	26088	57227
46969	26089	57227
46970	26089	57226
46971	26090	57225
46972	26090	57225
46973	26091	57224
46974	26091	57224
46975	26092	57223
46976	26092	57223
46977	26093	57222
46978	26094	57221
46979	26094	57221
46980	26095	57220
46981	26095	57220
46982	26096	57219
46983	26096	57219
46984	26097	57218
46985	26097	57217
46986	26098	57217
46987	26098	57216
46988	26098	57215
46989	26099	57214
46990	26100	57214
46991	26100	57213
46992	26101	57212
46993	26101	57212
46994	26102	57211
46995	26102	57211
46996	26103	57210
46997	26103	57209
46998	26104	57209
46999	26104	57208
47000	26105	57208
47001	26106	57207
47002	26106	57207
47003	26107	57206
47004	26107	57206
47005	26108	57205
47006	26108	57204
47007	26109	57203
47008	26109	57203
47009	26110	57202
47010	26110	57202
47011	26111	57201
47012	26112	57201
47013	26112	57200
47014	26113	57200
47015	26113	57199
47016	26114	57198
47017	26114	57197
47018	26115	57197
47019	26115	57196
47020	26116	57196
47021	26116	57195
47022	26117	57195
47023	26117	57194
47024	26118	57193
47025	26118	57192
47026	26119	57192
47027	26119	57191
47028	26120	57190
47029	26120	57190
47030	26121	57190
47031	26122	57190
47032	26122	57189
47033	26122	57187
47034	26123	57186
47035	26123	57185
47036	26123	57184
47037	26124	57183
47038	26124	57182
47039	26124	57180
47040	26124	57179
47041	26125	57178
47042	26125	57177
47043	26125	57175
47044	26125	57174
47045	26126	57173
47046	26126	57172
47047	26126	57171
47048	26126	57170
47049	26127	57169
47050	26127	57168
47051	26128	57167
47052	26128	57166
47053	26128	57165
47054	26129	57164
47055	26129	57163
47056	26129	57162
47057	26130	57161
47058	26130	57160
47059	26130	57159
47060	26131	57158
47061	26131	57156
47062	26132	57156
47063	26132	57155
47064	26132	57154
47065	26133	57154
47066	26133	57152
47067	26134	57151
47068	26134	57150
47069	26134	57149
47070	26134	57148
47071	26135	57147
47072	26135	57146
47073	26135	57145
47074	26136	57144
47075	26136	57143
47076	26137	57142
47077	26137	57141
47078	26137	57140
47079	26138	57139
47080	26138	57138
47081	26138	57137
47082	26139	57136
47083	26139	57135
47084	26139	57134
47085	26140	57133
47086	26140	57132
47087	26140	57131
47088	26141	57130
47089	26141	57129
47090	26141	57128
47091	26142	57127
47092	26142	57126
47093	26142	57125
47094	26143	57124
47095	26143	57123
47096	26143	57121
47097	26144	57120
47098	26144	57119
47099	26144	57118
47100	26145	57117
47101	26145	57117
47102	26146	57116
47103	26146	57115
47104	26146	57113
47105	26146	57112
47106	26147	57112
47107	26147	57111
47108	26148	57110
47109	26148	57109
47110	26148	57107
47111	26149	57106
47112	26149	57106
47113	26149	57104
47114	26150	57104
47115	26150	57102
47116	26150	57101
47117	26151	57101
47118	26151	57100
47119	26152	57099
47120	26152	57098
47121	26152	57097
47122	26152	57096
47123	26153	57094
47124	26153	57093
47125	26153	57092
47126	26154	57092
47127	26154	57090
47128	26155	57090
47129	26155	57088
47130	26155	57087
47131	26155	57086
47132	26156	57085
47133	26156	57084
47134	26156	57083
47135	26157	57082
47136	26157	57081
47137	26158	57080
47138	26158	57079
47139	26158	57078
47140	26159	57077
47141	26159	57076
47142	26159	57075
47143	26160	57074
47144	26160	57073
47145	26160	57072
47146	26161	57071
47147	26161	57070
47148	26161	57069
47149	26162	57068
47150	26162	57067
47151	26162	57066
47152	26163	57065
47153	26163	57064
47154	26163	57063
47155	26164	57062
47156	26164	57060
47157	26164	57059
47158	26165	57059
47159	26165	57058
47160	26165	57057
47161	26166	57056
47162	26166	57055
47163	26167	57054
47164	26167	57053
47165	26167	57052
47166	26168	57051
47167	26168	57050
47168	26168	57049
47169	26169	57048
47170	26169	57047
47171	26170	57046
47172	26170	57046
47173	26170	57045
47174	26171	57044
47175	26171	57042
47176	26171	57042
47177	26172	57041
47178	26172	57040
47179	26173	57039
47180	26173	57038
47181	26173	57037
47182	26174	57036
47183	26174	57035
47184	26174	57034
47185	26175	57033
47186	26175	57032
47187	26176	57031
47188	26176	57030
47189	26176	57029
47190	26177	57028
47191	26177	57027
47192	26177	57026
47193	26178	57025
47194	26178	57024
47195	26178	57024
47196	26179	57022
47197	26179	57021
47198	26179	57020
47199	26180	57020
47200	26180	57019
47201	26181	57018
47202	26181	57017
47203	26181	57016
47204	26182	57015
47205	26182	57014
47206	26183	57013
47207	26183	57012
47208	26183	57011
47209	26184	57010
47210	26184	57009
47211	26185	57008
47212	26185	57007
47213	26185	57006
47214	26186	57005
47215	26186	57004
47216	26186	57004
47217	26187	57002
47218	26187	57001
47219	26187	57000
47220	26188	57000
47221	26188	56999
47222	26189	56998
47223	26189	56997
47224	26189	56996
47225	26190	56995
47226	26190	56994
47227	26190	56993
47228	26191	56992
47229	26191	56991
47230	26192	56991
47231	26192	56990
47232	26193	56989
47233	26193	56988
47234	26193	56987
47235	26194	56987
47236	26194	56986
47237	26195	56985
47238	26195	56984
47239	26196	56983
47240	26196	56983
47241	26196	56981
47242	26197	56981
47243	26197	56979
47244	26197	56978
47245	26198	56978
47246	26198	56977
47247	26199	56976
47248	26199	56975
47249	26200	56974
47250	26200	56973
47251	26200	56972
47252	26201	56972
47253	26202	56971
47254	26202	56971
47255	26202	56970
47256	26203	56969
47257	26203	56968
47258	26204	56967
47259	26204	56966
47260	26204	56965
47261	26205	56964
47262	26205	56964
47263	26206	56964
47264	26207	56963
47265	26207	56963
47266	26208	56962
47267	26208	56962
47268	26209	56961
47269	26210	56961
47270	26210	56960
47271	26211	56959
47272	26211	56959
47273	26212	56958
47274	26212	56958
47275	26213	56957
47276	26213	56957
47277	26214	56957
47278	26215	56956
47279	26215	56955
47280	26216	56955
47281	26216	56954
47282	26217	56954
47283	26218	56953
47284	26218	56953
47285	26219	56952
47286	26219	56952
47287	26220	56951
47288	26220	56951
47289	26221	56950
47290	26221	56950
47291	26222	56949
47292	26223	56949
47293	26223	56948
47294	26224	56948
47295	26224	56947
47296	26225	56947
47297	26226	56946
47298	26226	56946
47299	26227	56945
47300	26227	56945
47301	26228	56944
47302	26229	56944
47303	26229	56943
47304	26230	56943
47305	26230	56942
47306	26231	56942
47307	26231	56941
47308	26232	56941
47309	26233	56940
47310	26233	56940
47311	26234	56939
47312	26234	56938
47313	26234	56937
47314	26235	56937
47315	26236	56936
47316	26236	56936
47317	26237	56935
47318	26237	56934
47319	26238	56934
47320	26238	56933
47321	26239	56933
47322	26239	56932
47323	26240	56931
47324	26240	56931
47325	26241	56931
47326	26242	56930
47327	26242	56929
47328	26243	56929
47329	26243	56928
47330	26244	56928
47331	26244	56927
47332	26245	56927
47333	26245	56926
47334	26246	56926
47335	26247	56925
47336	26247	56925
47337	26248	56924
47338	26248	56924
47339	26249	56923
47340	26249	56923
47341	26250	56922
47342	26251	56922
47343	26251	56921
47344	26252	56921
47345	26252	56920
47346	26253	56920
47347	26254	56919
47348	26254	56919
