iter	Passed	Remaining
356	295	123890
357	296	123781
358	296	123674
359	297	123568
360	297	123472
361	298	123383
362	299	123283
363	299	123185
364	300	123075
365	300	122976
366	301	122893
367	302	122808
368	302	122721
369	303	122632
370	303	122547
371	304	122448
372	305	122353
373	305	122259
374	306	122172
375	306	122067
376	307	121966
377	307	121877
378	308	121787
379	309	121709
380	309	121617
381	310	121528
382	310	121452
383	311	121357
384	312	121280
385	312	121196
386	313	121114
387	313	121029
388	314	120947
389	315	120870
390	315	120785
391	316	120703
392	316	120612
393	317	120519
394	317	120430
395	318	120343
396	319	120253
397	319	120165
398	320	120083
399	320	120000
400	321	119909
401	321	119825
402	322	119750
403	323	119679
404	323	119606
405	324	119529
406	325	119454
407	325	119381
408	326	119306
409	326	119232
410	327	119149
411	327	119070
412	328	119000
413	329	118917
414	329	118840
415	330	118763
416	330	118698
417	331	118627
418	332	118552
419	332	118476
420	333	118398
421	333	118318
422	334	118239
423	334	118164
424	335	118093
425	336	118192
426	337	118106
427	337	118045
428	338	117971
429	338	117893
430	339	117820
431	340	117752
432	340	117684
433	341	117616
434	341	117554
435	342	117491
436	343	117421
437	343	117366
438	344	117287
439	344	117212
440	345	117139
441	346	117109
442	346	117035
443	347	116960
444	347	116904
445	348	116844
446	349	116786
447	349	116722
448	350	116650
449	350	116576
450	351	116506
451	351	116435
452	352	116367
453	353	116311
454	353	116252
455	354	116195
456	354	116142
457	355	116083
458	356	116017
459	356	115957
460	357	115901
461	357	115856
462	358	115807
463	359	115754
464	359	115691
465	360	115630
466	360	115573
467	361	115510
468	362	115453
469	362	115399
470	363	115342
471	363	115276
472	364	115216
473	365	115167
474	365	115106
475	366	115056
476	366	114994
477	367	114938
478	368	114878
479	368	114813
480	369	114754
481	369	114694
482	370	114645
483	370	114589
484	371	114535
485	372	114481
486	372	114429
487	373	114369
488	373	114315
489	374	114268
490	375	114230
491	375	114172
492	376	114114
493	376	114060
494	377	114000
495	378	113940
496	378	113894
497	379	113836
498	379	113773
499	380	113725
500	380	113682
501	381	113628
502	382	113568
503	382	113520
504	383	113459
505	383	113408
506	384	113357
507	385	113318
508	385	113259
509	386	113208
510	386	113152
511	387	113092
512	387	113044
513	388	112991
514	389	112933
515	389	112877
516	390	112819
517	390	112767
518	391	112718
519	391	112662
520	392	112612
521	393	112557
522	393	112506
523	394	112459
524	394	112414
525	395	112363
526	395	112309
527	396	112257
528	397	112199
529	397	112148
530	398	112120
531	398	112073
532	399	112026
533	400	111980
534	400	111929
535	401	111885
536	401	111845
537	402	111806
538	403	111759
539	403	111720
540	404	111676
541	404	111632
542	405	111594
543	406	111548
544	406	111500
545	407	111454
546	407	111413
547	408	111377
548	408	111331
549	409	111288
550	410	111255
551	410	111212
552	411	111166
553	411	111125
554	412	111084
555	413	111046
556	413	110996
557	414	110958
558	414	110911
559	415	110872
560	416	110827
561	416	110781
562	417	110743
563	417	110706
564	418	110663
565	419	110628
566	419	110584
567	420	110546
568	420	110502
569	421	110457
570	421	110413
571	422	110370
572	423	110329
573	423	110284
574	424	110245
575	424	110204
576	425	110161
577	425	110123
578	426	110084
579	427	110053
580	427	110014
581	428	109976
582	428	109935
583	429	109903
584	430	109860
585	430	109824
586	431	109787
587	431	109752
588	432	109716
589	433	109683
590	433	109646
591	434	109601
592	434	109560
593	435	109519
594	436	109487
595	436	109453
596	437	109418
597	437	109383
598	438	109344
599	438	109309
600	439	109282
601	440	109251
602	440	109220
603	441	109184
604	442	109149
605	442	109119
606	443	109086
607	443	109044
608	444	109006
609	444	108977
610	445	108945
611	446	108908
612	446	108878
613	447	108840
614	447	108809
615	448	108778
616	449	108745
617	449	108711
618	450	108683
619	450	108650
620	451	108617
621	452	108582
622	452	108552
623	453	108524
624	453	108484
625	454	108449
626	455	108512
627	456	108482
628	456	108456
629	457	108434
630	457	108399
631	458	108367
632	459	108338
633	459	108302
634	460	108270
635	460	108241
636	461	108207
637	462	108171
638	462	108136
639	463	108105
640	463	108073
641	464	108034
642	464	108006
643	465	107969
644	466	107935
645	466	107900
646	467	107867
647	467	107832
648	468	107798
649	469	107768
650	469	107741
651	470	107719
652	470	107686
653	471	107656
654	472	107633
655	472	107607
656	473	107582
657	473	107560
658	474	107531
659	475	107496
660	475	107461
661	476	107428
662	476	107402
663	477	107371
664	478	107345
665	478	107318
666	479	107289
667	479	107254
668	480	107224
669	480	107190
670	481	107161
671	482	107134
672	482	107106
673	483	107075
674	483	107052
675	484	107017
676	485	106985
677	485	106946
678	486	106912
679	486	106883
680	487	106862
681	487	106839
682	488	106812
683	489	106787
684	489	106757
685	490	106800
686	491	106782
687	491	106758
688	492	106729
689	493	106698
690	493	106680
691	494	106650
692	494	106626
693	495	106603
694	496	106572
695	496	106543
696	497	106513
697	498	106583
698	498	106551
699	499	106525
700	500	106502
701	500	106478
702	501	106453
703	501	106422
704	502	106399
705	503	106378
706	503	106346
707	504	106321
708	504	106293
709	505	106266
710	506	106250
711	506	106219
712	507	106189
713	507	106158
714	508	106129
715	508	106105
716	509	106081
717	510	106056
718	510	106034
719	511	106008
720	511	105988
721	512	105956
722	513	105926
723	513	105897
724	514	105871
725	514	105849
726	515	105821
727	515	105800
728	516	105782
729	517	105754
730	517	105721
731	518	105691
732	518	105666
733	519	105647
734	520	105626
735	520	105600
736	521	105574
737	521	105551
738	522	105528
739	523	105503
740	523	105479
741	524	105451
742	524	105423
743	525	105397
744	525	105367
745	526	105343
746	527	105319
747	527	105295
748	528	105274
749	528	105248
750	529	105228
751	530	105203
752	530	105176
753	531	105147
754	531	105124
755	532	105104
756	532	105076
757	533	105050
758	534	105028
759	534	105004
760	535	104974
761	535	104948
762	536	104922
763	537	104897
764	537	104873
765	538	104852
766	538	104826
767	539	104805
768	539	104785
769	540	104758
770	541	104734
771	541	104715
772	542	104694
773	542	104673
774	543	104654
775	544	104630
776	544	104610
777	545	104588
778	545	104567
779	546	104547
780	547	104529
781	547	104510
782	548	104490
783	548	104462
784	549	104439
785	550	104425
786	550	104406
787	551	104385
788	551	104367
789	552	104347
790	553	104329
791	553	104310
792	554	104288
793	554	104270
794	555	104251
795	556	104231
796	556	104207
797	557	104185
798	557	104181
799	558	104164
800	559	104146
801	559	104125
802	560	104105
803	560	104081
804	561	104063
805	562	104037
806	562	104012
807	563	103987
808	563	103973
809	564	103960
810	564	103934
811	565	103909
812	566	103883
813	566	103859
814	567	103839
815	567	103817
816	568	103794
817	569	103775
818	569	103758
819	570	103731
820	570	103716
821	571	103689
822	571	103672
823	572	103650
824	573	103638
825	573	103616
826	574	103594
827	574	103570
828	575	103552
829	576	103532
830	576	103510
831	577	103489
832	577	103464
833	578	103444
834	578	103423
835	579	103403
836	580	103388
837	580	103371
838	581	103355
839	581	103337
840	582	103318
841	583	103293
842	583	103273
843	584	103253
844	584	103233
845	585	103216
846	586	103193
847	586	103173
848	587	103156
849	587	103142
850	588	103126
851	588	103104
852	589	103082
853	590	103065
854	590	103050
855	591	103035
856	591	103021
857	592	102997
858	593	102978
859	593	102963
860	594	102945
861	594	102926
862	595	102908
863	596	102886
864	596	102866
865	597	102850
866	597	102833
867	598	102815
868	598	102794
869	599	102773
870	600	102750
871	600	102729
872	601	102715
873	601	102694
874	602	102675
875	603	102657
876	603	102645
877	604	102625
878	604	102607
879	605	102589
880	605	102568
881	606	102550
882	607	102529
883	607	102510
884	608	102492
885	608	102476
886	609	102458
887	610	102441
888	610	102423
889	611	102405
890	611	102392
891	612	102378
892	613	102364
893	613	102349
894	614	102332
895	614	102321
896	615	102304
897	616	102287
898	616	102269
899	617	102247
900	617	102225
901	618	102237
902	619	102220
903	619	102200
904	620	102185
905	620	102171
906	621	102152
907	622	102137
908	622	102124
909	623	102109
910	623	102093
911	624	102080
912	625	102063
913	625	102045
914	626	102030
915	626	102018
916	627	102004
917	628	101987
918	628	101971
919	629	101959
920	629	101945
921	630	101923
922	630	101909
923	631	101894
924	632	101879
925	632	101859
926	633	101843
927	633	101829
928	634	101818
929	635	101797
930	635	101777
931	636	101762
932	636	101748
933	637	101730
934	637	101714
935	638	101699
936	639	101683
937	639	101671
938	640	101655
939	640	101643
940	641	101630
941	642	101615
942	642	101603
943	643	101590
944	643	101568
945	644	101558
946	645	101544
947	645	101527
948	646	101506
949	646	101484
950	647	101464
951	647	101445
952	648	101424
953	649	101405
954	649	101387
955	650	101368
956	650	101348
957	651	101329
958	651	101310
959	652	101288
960	652	101266
961	653	101244
962	654	101224
963	654	101203
964	655	101180
965	655	101160
966	656	101137
967	656	101116
968	657	101095
969	657	101079
970	658	101059
971	659	101040
972	659	101023
973	660	101005
974	660	100991
975	661	100981
976	661	100969
977	662	100950
978	663	100931
979	663	100911
980	664	100896
981	664	100878
982	665	100860
983	665	100845
984	666	100829
985	667	100818
986	667	100803
987	668	100788
988	668	100777
989	669	100764
990	670	100750
991	670	100736
992	671	100718
993	671	100697
994	672	100679
995	672	100662
996	673	100641
997	673	100627
998	674	100616
999	675	100607
1000	675	100598
1001	676	100582
1002	676	100567
1003	677	100559
1004	678	100542
1005	678	100523
1006	679	100504
1007	679	100487
1008	680	100472
1009	681	100459
1010	681	100444
1011	682	100427
1012	682	100413
1013	683	100401
1014	683	100388
1015	684	100376
1016	685	100362
1017	685	100347
1018	686	100334
1019	686	100319
1020	687	100307
1021	688	100296
1022	688	100283
1023	689	100269
1024	689	100268
1025	690	100254
1026	691	100239
1027	691	100220
1028	692	100204
1029	692	100191
1030	693	100181
1031	693	100167
1032	694	100160
1033	695	100143
1034	695	100128
1035	696	100113
1036	696	100097
1037	697	100084
1038	698	100075
1039	698	100067
1040	699	100052
1041	699	100038
1042	700	100022
1043	700	100005
1044	701	99997
1045	702	99982
1046	702	99969
1047	703	99955
1048	703	99941
1049	704	99928
1050	705	99917
1051	705	99902
1052	706	99886
1053	706	99871
1054	707	99857
1055	707	99847
1056	708	99838
1057	709	99827
1058	709	99816
1059	710	99803
1060	710	99798
1061	711	99783
1062	712	99765
1063	712	99750
1064	713	99737
1065	713	99729
1066	714	99716
1067	714	99706
1068	715	99691
1069	716	99678
1070	716	99667
1071	717	99654
1072	717	99638
1073	718	99621
1074	719	99611
1075	719	99600
1076	720	99586
1077	720	99574
1078	721	99563
1079	721	99552
1080	722	99543
1081	723	99531
1082	723	99522
1083	724	99510
1084	724	99494
1085	725	99481
1086	726	99467
1087	726	99457
1088	727	99442
1089	727	99432
1090	728	99417
1091	728	99405
1092	729	99392
1093	730	99378
1094	730	99366
1095	731	99354
1096	731	99338
1097	732	99324
1098	733	99315
1099	733	99303
1100	734	99295
1101	734	99283
1102	735	99273
1103	735	99259
1104	736	99245
1105	737	99231
1106	737	99220
1107	738	99209
1108	738	99198
1109	739	99188
1110	740	99177
1111	740	99166
1112	741	99161
1113	741	99153
1114	742	99145
1115	743	99133
1116	743	99120
1117	744	99108
1118	744	99096
1119	745	99083
1120	745	99072
1121	746	99063
1122	747	99052
1123	747	99042
1124	748	99030
1125	748	99021
1126	749	99008
1127	750	98995
1128	750	98986
1129	751	98974
1130	751	98965
1131	752	98951
1132	753	98941
1133	753	98931
1134	754	98919
1135	754	98910
1136	755	98903
1137	755	98891
1138	756	98884
1139	757	98873
1140	757	98863
1141	758	98855
1142	758	98843
1143	759	98832
1144	760	98824
1145	760	98814
1146	761	98800
1147	761	98788
1148	762	98780
1149	763	98769
1150	763	98756
1151	764	98748
1152	764	98736
1153	765	98727
1154	766	98721
1155	766	98711
1156	767	98699
1157	767	98687
1158	768	98673
1159	768	98660
1160	769	98649
1161	770	98638
1162	770	98626
1163	771	98616
1164	771	98606
1165	772	98598
1166	773	98586
1167	773	98578
1168	774	98572
1169	774	98565
1170	775	98554
1171	776	98544
1172	776	98537
1173	777	98531
1174	777	98525
1175	778	98513
1176	779	98501
1177	779	98488
1178	780	98482
1179	780	98472
1180	781	98464
1181	781	98454
1182	782	98443
1183	783	98433
1184	783	98423
1185	784	98410
1186	784	98401
1187	785	98395
1188	786	98383
1189	786	98372
1190	787	98358
1191	787	98347
1192	788	98337
1193	788	98330
1194	789	98321
1195	790	98311
1196	790	98300
1197	791	98288
1198	791	98275
1199	792	98262
1200	793	98254
1201	793	98243
1202	794	98230
1203	794	98221
1204	795	98211
1205	795	98202
1206	796	98193
1207	797	98184
1208	797	98178
1209	798	98168
1210	798	98157
1211	799	98150
1212	800	98138
1213	800	98139
1214	801	98127
1215	801	98118
1216	802	98114
1217	803	98104
1218	803	98095
1219	804	98084
1220	804	98076
1221	805	98066
1222	806	98054
1223	806	98043
1224	807	98028
1225	807	98018
1226	808	98007
1227	808	97997
1228	809	97989
1229	810	97976
1230	810	97967
1231	811	97959
1232	811	97950
1233	812	97964
1234	813	97954
1235	813	97946
1236	814	97937
1237	814	97927
1238	815	97917
1239	816	97907
1240	816	97896
1241	817	97886
1242	817	97874
1243	818	97863
1244	819	97856
1245	819	97848
1246	820	97839
1247	820	97829
1248	821	97819
1249	821	97809
1250	822	97811
1251	823	97797
1252	823	97784
1253	824	97773
1254	824	97764
1255	825	97754
1256	826	97744
1257	826	97743
1258	827	97734
1259	827	97722
1260	828	97713
1261	828	97702
1262	829	97696
1263	830	97689
1264	830	97681
1265	831	97673
1266	831	97663
1267	832	97655
1268	833	97645
1269	833	97642
1270	834	97635
1271	834	97630
1272	835	97627
1273	836	97621
1274	836	97613
1275	837	97603
1276	838	97598
1277	838	97591
1278	839	97582
1279	839	97573
1280	840	97568
1281	840	97555
1282	841	97548
1283	842	97544
1284	842	97536
1285	843	97530
1286	843	97522
1287	844	97511
1288	845	97500
1289	845	97490
1290	846	97482
1291	846	97476
1292	847	97469
1293	848	97459
1294	848	97448
1295	849	97435
1296	849	97423
1297	850	97413
1298	850	97404
1299	851	97392
1300	852	97384
1301	852	97374
1302	853	97364
1303	853	97354
1304	854	97345
1305	854	97339
1306	855	97336
1307	856	97325
1308	856	97314
1309	857	97305
1310	857	97299
1311	858	97289
1312	859	97280
1313	859	97274
1314	860	97266
1315	860	97253
1316	861	97245
1317	861	97236
1318	862	97228
1319	863	97222
1320	863	97214
1321	864	97205
1322	864	97201
1323	865	97189
1324	866	97183
1325	866	97174
1326	867	97166
1327	867	97154
1328	868	97145
1329	868	97138
1330	869	97132
1331	870	97123
1332	870	97114
1333	871	97105
1334	871	97096
1335	872	97089
1336	873	97085
1337	873	97076
1338	874	97067
1339	874	97057
1340	875	97050
1341	876	97046
1342	876	97039
1343	877	97029
1344	877	97022
1345	878	97017
1346	879	97010
1347	879	96999
1348	880	96993
1349	880	96988
1350	881	96980
1351	881	96970
1352	882	96960
1353	883	96953
1354	883	96945
1355	884	96937
1356	884	96928
1357	885	96923
1358	886	96913
1359	886	96904
1360	887	96896
1361	887	96890
1362	888	96884
1363	889	96879
1364	889	96871
1365	890	96865
1366	890	96860
1367	891	96852
1368	892	96844
1369	892	96840
1370	893	96832
1371	893	96822
1372	894	96813
1373	894	96804
1374	895	96792
1375	896	96783
1376	896	96775
1377	897	96768
1378	897	96763
1379	898	96757
1380	899	96750
1381	899	96741
1382	900	96734
1383	900	96727
1384	901	96722
1385	901	96716
1386	902	96708
1387	903	96705
1388	903	96696
1389	904	96691
1390	904	96682
1391	905	96676
1392	906	96667
1393	906	96657
1394	907	96648
1395	907	96637
1396	908	96629
1397	908	96622
1398	909	96619
1399	910	96610
1400	910	96608
1401	911	96602
1402	912	96597
1403	912	96591
1404	913	96583
1405	913	96575
1406	914	96568
1407	915	96563
1408	915	96556
1409	916	96546
1410	916	96539
1411	917	96534
1412	917	96529
1413	918	96522
1414	919	96513
1415	919	96504
1416	920	96499
1417	920	96492
1418	921	96484
1419	922	96478
1420	922	96468
1421	923	96461
1422	923	96451
1423	924	96446
1424	924	96442
1425	925	96432
1426	926	96424
1427	926	96413
1428	927	96405
1429	927	96399
1430	928	96391
1431	929	96385
1432	929	96377
1433	930	96367
1434	930	96359
1435	931	96352
1436	931	96343
1437	932	96338
1438	933	96334
1439	933	96329
1440	934	96319
1441	934	96309
1442	935	96301
1443	935	96292
1444	936	96282
1445	937	96272
1446	937	96261
1447	938	96252
1448	938	96246
1449	939	96241
1450	940	96235
1451	940	96231
1452	941	96223
1453	941	96212
1454	942	96204
1455	942	96200
1456	943	96193
1457	944	96185
1458	944	96177
1459	945	96169
1460	945	96161
1461	946	96153
1462	946	96147
1463	947	96137
1464	948	96129
1465	948	96125
1466	949	96118
1467	949	96112
1468	950	96105
1469	951	96098
1470	951	96092
1471	952	96087
1472	952	96079
1473	953	96070
1474	954	96064
1475	954	96058
1476	955	96049
1477	955	96042
1478	956	96034
1479	956	96028
1480	957	96019
1481	958	96014
1482	958	96005
1483	959	95998
1484	959	95993
1485	960	95984
1486	960	95976
1487	961	95972
1488	962	95967
1489	962	95961
1490	963	95956
1491	963	95947
1492	964	95941
1493	965	95936
1494	965	95926
1495	966	95919
1496	966	95914
1497	967	95906
1498	968	95897
1499	968	95889
1500	969	95880
1501	969	95894
1502	970	95890
1503	971	95882
1504	971	95873
1505	972	95866
1506	972	95861
1507	973	95854
1508	974	95847
1509	974	95854
1510	975	95850
1511	975	95845
1512	976	95843
1513	977	95840
1514	977	95833
1515	978	95827
1516	978	95821
1517	979	95814
1518	980	95808
1519	980	95801
1520	981	95794
1521	981	95786
1522	982	95780
1523	983	95772
1524	983	95767
1525	984	95765
1526	984	95764
1527	985	95761
1528	986	95755
1529	986	95749
1530	987	95745
1531	987	95739
1532	988	95732
1533	989	95724
1534	989	95718
1535	990	95710
1536	990	95707
1537	991	95700
1538	991	95692
1539	992	95687
1540	993	95684
1541	993	95680
1542	994	95678
1543	995	95671
1544	995	95663
1545	996	95658
1546	996	95654
1547	997	95647
1548	997	95639
1549	998	95632
1550	999	95628
1551	999	95623
1552	1000	95619
1553	1000	95610
1554	1001	95604
1555	1002	95599
1556	1002	95594
1557	1003	95587
1558	1003	95580
1559	1004	95574
1560	1004	95567
1561	1005	95562
1562	1006	95554
1563	1006	95547
1564	1007	95543
1565	1007	95540
1566	1008	95535
1567	1009	95529
1568	1009	95525
1569	1010	95518
1570	1010	95515
1571	1011	95510
1572	1012	95505
1573	1012	95502
1574	1013	95497
1575	1013	95493
1576	1014	95489
1577	1015	95485
1578	1015	95480
1579	1016	95477
1580	1017	95474
1581	1017	95467
1582	1018	95460
1583	1018	95453
1584	1019	95451
1585	1019	95446
1586	1020	95439
1587	1021	95432
1588	1021	95426
1589	1022	95421
1590	1022	95414
1591	1023	95410
1592	1024	95401
1593	1024	95392
1594	1025	95386
1595	1025	95381
1596	1026	95374
1597	1026	95368
1598	1027	95362
1599	1028	95358
1600	1028	95353
1601	1029	95349
1602	1029	95339
1603	1030	95329
1604	1030	95323
1605	1031	95320
1606	1032	95313
1607	1032	95309
1608	1033	95302
1609	1033	95297
1610	1034	95288
1611	1035	95280
1612	1035	95274
1613	1036	95268
1614	1036	95259
1615	1037	95253
1616	1037	95248
1617	1038	95242
1618	1039	95238
1619	1039	95235
1620	1040	95231
1621	1040	95222
1622	1041	95215
1623	1042	95210
1624	1042	95205
1625	1043	95198
1626	1043	95191
1627	1044	95184
1628	1045	95183
1629	1045	95180
1630	1046	95176
1631	1046	95173
1632	1047	95168
1633	1048	95160
1634	1048	95152
1635	1049	95144
1636	1049	95138
1637	1050	95134
1638	1050	95131
1639	1051	95127
1640	1052	95121
1641	1052	95113
1642	1053	95106
1643	1053	95102
1644	1054	95098
1645	1055	95092
1646	1055	95084
1647	1056	95075
1648	1056	95071
1649	1057	95064
1650	1057	95060
1651	1058	95055
1652	1059	95049
1653	1059	95042
1654	1060	95036
1655	1060	95031
1656	1061	95023
1657	1062	95019
1658	1062	95016
1659	1063	95013
1660	1063	95008
1661	1064	95006
1662	1065	95001
1663	1065	94999
1664	1066	94993
1665	1066	94990
1666	1067	94987
1667	1068	94986
1668	1068	94984
1669	1069	94982
1670	1070	94981
1671	1070	94977
1672	1071	94976
1673	1071	94973
1674	1072	94967
1675	1073	94965
1676	1073	94960
1677	1074	94968
1678	1075	94967
1679	1075	94964
1680	1076	94961
1681	1077	94972
1682	1077	94969
1683	1078	94964
1684	1078	94961
1685	1079	94956
1686	1080	94955
1687	1080	94950
1688	1081	94943
1689	1081	94938
1690	1082	94933
1691	1083	94928
1692	1083	94924
1693	1084	94917
1694	1084	94914
1695	1085	94907
1696	1085	94900
1697	1086	94892
1698	1087	94886
1699	1087	94879
1700	1088	94874
1701	1088	94870
1702	1089	94866
1703	1090	94862
1704	1090	94857
1705	1091	94849
1706	1091	94842
1707	1092	94837
1708	1092	94831
1709	1093	94825
1710	1094	94817
1711	1094	94810
1712	1095	94807
1713	1095	94802
1714	1096	94795
1715	1096	94790
1716	1097	94790
1717	1098	94786
1718	1098	94784
1719	1099	94779
1720	1099	94773
1721	1100	94768
1722	1101	94767
1723	1101	94759
1724	1102	94753
1725	1102	94749
1726	1103	94742
1727	1104	94738
1728	1104	94735
1729	1105	94729
1730	1105	94725
1731	1106	94721
1732	1107	94717
1733	1107	94710
1734	1108	94705
1735	1108	94704
1736	1109	94699
1737	1110	94693
1738	1110	94687
1739	1111	94682
1740	1111	94676
1741	1112	94673
1742	1112	94669
1743	1113	94665
1744	1114	94660
1745	1114	94654
1746	1115	94648
1747	1115	94643
1748	1116	94635
1749	1117	94629
1750	1117	94623
1751	1118	94619
1752	1118	94614
1753	1119	94608
1754	1119	94605
1755	1120	94600
1756	1121	94596
1757	1121	94594
1758	1122	94593
1759	1123	94588
1760	1123	94584
1761	1124	94580
1762	1124	94575
1763	1125	94572
1764	1125	94565
1765	1126	94560
1766	1127	94555
1767	1127	94549
1768	1128	94544
1769	1128	94538
1770	1129	94533
1771	1130	94525
1772	1130	94520
1773	1131	94515
1774	1131	94513
1775	1132	94513
1776	1133	94508
1777	1133	94502
1778	1134	94496
1779	1134	94493
1780	1135	94489
1781	1135	94484
1782	1136	94483
1783	1137	94475
1784	1137	94470
1785	1138	94464
1786	1138	94460
1787	1139	94457
1788	1140	94454
1789	1140	94451
1790	1141	94445
1791	1141	94439
1792	1142	94436
1793	1143	94433
1794	1143	94429
1795	1144	94423
1796	1144	94419
1797	1145	94418
1798	1146	94412
1799	1146	94407
1800	1147	94402
1801	1147	94399
1802	1148	94397
1803	1149	94391
1804	1149	94385
1805	1150	94380
1806	1150	94374
1807	1151	94370
1808	1151	94367
1809	1152	94362
1810	1153	94356
1811	1153	94351
1812	1154	94345
1813	1154	94339
1814	1155	94335
1815	1156	94331
1816	1156	94327
1817	1157	94322
1818	1157	94318
1819	1158	94315
1820	1159	94312
1821	1159	94309
1822	1160	94306
1823	1160	94300
1824	1161	94296
1825	1162	94294
1826	1162	94287
1827	1163	94309
1828	1164	94307
1829	1164	94303
1830	1165	94298
1831	1165	94292
1832	1166	94288
1833	1167	94284
1834	1167	94281
